,from,to,pathway,type
1962,IFNA6,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1963,IFNA6,IFNAR1,IFN-I,Secreted Signaling
1964,IFNA6,IFNAR2,IFN-I,Secreted Signaling
1965,IFNA7,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1966,IFNA7,IFNAR1,IFN-I,Secreted Signaling
1967,IFNA7,IFNAR2,IFN-I,Secreted Signaling
1968,IFNA8,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1969,IFNA8,IFNAR1,IFN-I,Secreted Signaling
1970,IFNA8,IFNAR2,IFN-I,Secreted Signaling
1971,IFNA10,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1972,IFNA10,IFNAR1,IFN-I,Secreted Signaling
1973,IFNA10,IFNAR2,IFN-I,Secreted Signaling
1974,IFNA13,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1975,IFNA13,IFNAR1,IFN-I,Secreted Signaling
1976,IFNA13,IFNAR2,IFN-I,Secreted Signaling
1977,IFNA14,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1978,IFNA14,IFNAR1,IFN-I,Secreted Signaling
1979,IFNA14,IFNAR2,IFN-I,Secreted Signaling
1980,IFNA16,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1981,IFNA16,IFNAR1,IFN-I,Secreted Signaling
1982,IFNA16,IFNAR2,IFN-I,Secreted Signaling
1983,IFNA17,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1984,IFNA17,IFNAR1,IFN-I,Secreted Signaling
1985,IFNA17,IFNAR2,IFN-I,Secreted Signaling
1986,IFNA21,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1987,IFNA21,IFNAR1,IFN-I,Secreted Signaling
1988,IFNA21,IFNAR2,IFN-I,Secreted Signaling
1989,IFNG,IFNGR1_IFNGR2,IFN-II,Secreted Signaling
1990,IFNG,IFNGR1,IFN-II,Secreted Signaling
1991,IFNG,IFNGR2,IFN-II,Secreted Signaling
1992,TNF,TNFRSF1A,TNF,Secreted Signaling
1993,TNF,TNFRSF1B,TNF,Secreted Signaling
1994,LTA,TNFRSF1A,LT,Secreted Signaling
1995,LTA,TNFRSF1B,LT,Secreted Signaling
1996,LTA,TNFRSF14,LT,Secreted Signaling
1997,LTA_LTB,LTBR,LT,Secreted Signaling
1998,LTA,LTBR,LT,Secreted Signaling
1999,LTB,LTBR,LT,Secreted Signaling
2000,TNFSF14,LTBR,LIGHT,Secreted Signaling
2001,TNFSF14,TNFRSF14,LIGHT,Secreted Signaling
2002,FASLG,FAS,FASLG,Secreted Signaling
2003,TNFSF15,TNFRSF25,VEGI,Secreted Signaling
2004,TNFSF10,TNFRSF10A,TRAIL,Secreted Signaling
2005,EDA,EDAR,EDA,Secreted Signaling
2006,EDA,EDA2R,EDA,Secreted Signaling
2007,NGF,NGFR,NGF,Secreted Signaling
2008,KLK3,NGFR,NGF,Secreted Signaling
2009,TNFSF11,TNFRSF11A,RANKL,Secreted Signaling
2010,TNFSF11,TNFRSF11B,RANKL,Secreted Signaling
2011,TNFSF12,TNFRSF12A,TWEAK,Secreted Signaling
2012,CD70,CD27,CD70,Secreted Signaling
2013,TNFSF8,TNFRSF8,CD30,Secreted Signaling
2014,TNFSF9,TNFRSF9,CD137,Secreted Signaling
2015,TNFSF4,TNFRSF4,OX40,Secreted Signaling
2016,TNFSF18,TNFRSF18,GITRL,Secreted Signaling
2017,TNFSF13,TNFRSF17,APRIL,Secreted Signaling
2018,TNFSF13,TNFRSF13B,APRIL,Secreted Signaling
2019,TNFSF13B,TNFRSF17,BAFF,Secreted Signaling
2020,TNFSF13B,TNFRSF13B,BAFF,Secreted Signaling
2021,TNFSF13B,TNFRSF13C,BAFF,Secreted Signaling
2022,CD40LG,ITGA2B_ITGB3,CD40,Secreted Signaling
2023,CD40LG,ITGA2B,CD40,Secreted Signaling
2024,CD40LG,ITGB3,CD40,Secreted Signaling
2025,CD40LG,ITGA5_ITGB1,CD40,Secreted Signaling
2026,CD40LG,ITGA5,CD40,Secreted Signaling
2027,CD40LG,ITGB1,CD40,Secreted Signaling
2028,CD40LG,ITGAM_ITGB2,CD40,Secreted Signaling
2029,CD40LG,ITGAM,CD40,Secreted Signaling
2030,CD40LG,ITGB2,CD40,Secreted Signaling
2031,SPP1,CD44,SPP1,Secreted Signaling
2032,SPP1,ITGAV_ITGB3,SPP1,Secreted Signaling
2033,SPP1,ITGAV,SPP1,Secreted Signaling
2034,SPP1,ITGB3,SPP1,Secreted Signaling
2035,SPP1,ITGAV_ITGB1,SPP1,Secreted Signaling
2036,SPP1,ITGAV,SPP1,Secreted Signaling
2037,SPP1,ITGB1,SPP1,Secreted Signaling
2038,SPP1,ITGAV_ITGB5,SPP1,Secreted Signaling
2039,SPP1,ITGAV,SPP1,Secreted Signaling
2040,SPP1,ITGB5,SPP1,Secreted Signaling
2041,SPP1,ITGAV_ITGB6,SPP1,Secreted Signaling
2042,SPP1,ITGAV,SPP1,Secreted Signaling
2043,SPP1,ITGB6,SPP1,Secreted Signaling
2044,SPP1,ITGA4_ITGB1,SPP1,Secreted Signaling
2045,SPP1,ITGA4,SPP1,Secreted Signaling
2046,SPP1,ITGB1,SPP1,Secreted Signaling
2047,SPP1,ITGA9_ITGB1,SPP1,Secreted Signaling
2048,SPP1,ITGA9,SPP1,Secreted Signaling
2049,SPP1,ITGB1,SPP1,Secreted Signaling
2050,SPP1,ITGA8_ITGB1,SPP1,Secreted Signaling
2051,SPP1,ITGA8,SPP1,Secreted Signaling
2052,SPP1,ITGB1,SPP1,Secreted Signaling
2053,SPP1,ITGA5_ITGB1,SPP1,Secreted Signaling
2054,SPP1,ITGA5,SPP1,Secreted Signaling
2055,SPP1,ITGB1,SPP1,Secreted Signaling
2056,ADIPOQ,ADIPOR1,ADIPONECTIN,Secreted Signaling
2057,ADIPOQ,ADIPOR2,ADIPONECTIN,Secreted Signaling
2058,RETN,TLR4,RESISTIN,Secreted Signaling
2059,RETN,CAP1,RESISTIN,Secreted Signaling
2060,NAMPT,INSR,VISFATIN,Secreted Signaling
2061,NAMPT,ITGA5_ITGB1,VISFATIN,Secreted Signaling
2062,NAMPT,ITGA5,VISFATIN,Secreted Signaling
2063,NAMPT,ITGB1,VISFATIN,Secreted Signaling
2064,ANGPTL1,ITGA1_ITGB1,ANGPTL,Secreted Signaling
2065,ANGPTL1,ITGA1,ANGPTL,Secreted Signaling
2066,ANGPTL1,ITGB1,ANGPTL,Secreted Signaling
2067,ANGPTL2,ITGA5_ITGB1,ANGPTL,Secreted Signaling
2068,ANGPTL2,ITGA5,ANGPTL,Secreted Signaling
2069,ANGPTL2,ITGB1,ANGPTL,Secreted Signaling
2070,ANGPTL2,TLR4,ANGPTL,Secreted Signaling
2071,ANGPTL2,LILRB3,ANGPTL,Secreted Signaling
2072,ANGPTL1,LILRB3,ANGPTL,Secreted Signaling
2073,ANGPTL7,LILRB3,ANGPTL,Secreted Signaling
2074,ANGPTL4,ITGA5_ITGB1,ANGPTL,Secreted Signaling
2075,ANGPTL4,ITGA5,ANGPTL,Secreted Signaling
2076,ANGPTL4,ITGB1,ANGPTL,Secreted Signaling
2077,ANGPTL4,ITGAV_ITGB3,ANGPTL,Secreted Signaling
2078,ANGPTL4,ITGAV,ANGPTL,Secreted Signaling
2079,ANGPTL4,ITGB3,ANGPTL,Secreted Signaling
2080,ANGPTL4,CDH5,ANGPTL,Secreted Signaling
2081,ANGPTL4,CDH11,ANGPTL,Secreted Signaling
2082,ANGPTL4,SDC1,ANGPTL,Secreted Signaling
2083,ANGPTL4,SDC2,ANGPTL,Secreted Signaling
2084,ANGPTL4,SDC3,ANGPTL,Secreted Signaling
2085,ANGPTL4,SDC4,ANGPTL,Secreted Signaling
2086,ANGPTL3,ITGAV_ITGB3,ANGPTL,Secreted Signaling
2087,ANGPTL3,ITGAV,ANGPTL,Secreted Signaling
2088,ANGPTL3,ITGB3,ANGPTL,Secreted Signaling
2089,ANGPT1,TEK,ANGPT,Secreted Signaling
2090,ANGPT2,TEK,ANGPT,Secreted Signaling
2091,ANGPT2,ITGA5_ITGB1,ANGPT,Secreted Signaling
2092,ANGPT2,ITGA5,ANGPT,Secreted Signaling
2093,ANGPT2,ITGB1,ANGPT,Secreted Signaling
2094,MDK,SDC1,MK,Secreted Signaling
2095,MDK,SDC2,MK,Secreted Signaling
2096,MDK,SDC4,MK,Secreted Signaling
2097,MDK,PTPRZ1,MK,Secreted Signaling
2098,MDK,ITGA4_ITGB1,MK,Secreted Signaling
2099,MDK,ITGA4,MK,Secreted Signaling
2100,MDK,ITGB1,MK,Secreted Signaling
2101,MDK,ITGA6_ITGB1,MK,Secreted Signaling
2102,MDK,ITGA6,MK,Secreted Signaling
2103,MDK,ITGB1,MK,Secreted Signaling
2104,MDK,LRP1,MK,Secreted Signaling
2105,MDK,NCL,MK,Secreted Signaling
2106,MDK,ALK,MK,Secreted Signaling
2107,PTN,PTPRZ1,PTN,Secreted Signaling
2108,PTN,SDC1,PTN,Secreted Signaling
2109,PTN,SDC2,PTN,Secreted Signaling
2110,PTN,SDC3,PTN,Secreted Signaling
2111,PTN,SDC4,PTN,Secreted Signaling
2112,PTN,ITGAV_ITGB3,PTN,Secreted Signaling
2113,PTN,ITGAV,PTN,Secreted Signaling
2114,PTN,ITGB3,PTN,Secreted Signaling
2115,PTN,NCL,PTN,Secreted Signaling
2116,PTN,ALK,PTN,Secreted Signaling
2117,POSTN,ITGAV_ITGB3,PERIOSTIN,Secreted Signaling
2118,POSTN,ITGAV,PERIOSTIN,Secreted Signaling
2119,POSTN,ITGB3,PERIOSTIN,Secreted Signaling
2120,POSTN,ITGAV_ITGB5,PERIOSTIN,Secreted Signaling
2121,POSTN,ITGAV,PERIOSTIN,Secreted Signaling
2122,POSTN,ITGB5,PERIOSTIN,Secreted Signaling
2123,AGT,AGTR1,AGT,Secreted Signaling
2124,GRP,GRPR,GPR,Secreted Signaling
2125,NMB,NMBR,GPR,Secreted Signaling
2126,KNG1,BDKRB1,BRADYKININ,Secreted Signaling
2127,KNG1,BDKRB2,BRADYKININ,Secreted Signaling
2128,C3,C3AR1,COMPLEMENT,Secreted Signaling
2129,C3,CR2,COMPLEMENT,Secreted Signaling
2130,C3,ITGAM_ITGB2,COMPLEMENT,Secreted Signaling
2131,C3,ITGAM,COMPLEMENT,Secreted Signaling
2132,C3,ITGB2,COMPLEMENT,Secreted Signaling
2133,C3,ITGAX_ITGB2,COMPLEMENT,Secreted Signaling
2134,C3,ITGAX,COMPLEMENT,Secreted Signaling
2135,C3,ITGB2,COMPLEMENT,Secreted Signaling
2136,C4A,C3AR1,COMPLEMENT,Secreted Signaling
2137,C4A,CR2,COMPLEMENT,Secreted Signaling
2138,C5,C5AR1,COMPLEMENT,Secreted Signaling
2139,CCK,CCKAR,CCK,Secreted Signaling
2140,CCK,CCKBR,CCK,Secreted Signaling
2141,EDN1,EDNRA,EDN,Secreted Signaling
2142,EDN2,EDNRA,EDN,Secreted Signaling
2143,EDN3,EDNRA,EDN,Secreted Signaling
2144,EDN1,EDNRB,EDN,Secreted Signaling
2145,EDN2,EDNRB,EDN,Secreted Signaling
2146,EDN3,EDNRB,EDN,Secreted Signaling
2147,GAL,GALR1,GALANIN,Secreted Signaling
2148,GAL,GALR2,GALANIN,Secreted Signaling
2149,GAL,GALR3,GALANIN,Secreted Signaling
2150,GALP,GALR1,GALANIN,Secreted Signaling
2151,GALP,GALR2,GALANIN,Secreted Signaling
2152,GHRL,GHSR,GHRELIN,Secreted Signaling
2153,KISS1,KISS1R,KISS1,Secreted Signaling
2154,POMC,MC1R,MELANOCORTIN,Secreted Signaling
2155,POMC,MC2R,MELANOCORTIN,Secreted Signaling
2156,POMC,MC3R,MELANOCORTIN,Secreted Signaling
2157,POMC,MC4R,MELANOCORTIN,Secreted Signaling
2158,POMC,MC5R,MELANOCORTIN,Secreted Signaling
2159,NMU,NMUR1,NMU,Secreted Signaling
2160,NMU,NMUR2,NMU,Secreted Signaling
2161,NMS,NMUR1,NMU,Secreted Signaling
2162,NMS,NMUR2,NMU,Secreted Signaling
2163,NPFF,NPFFR1,NPFF,Secreted Signaling
2164,NPFF,NPFFR2,NPFF,Secreted Signaling
2165,NPY,NPY1R,NPY,Secreted Signaling
2166,NPY,NPY2R,NPY,Secreted Signaling
2167,NPY,NPY4R,NPY,Secreted Signaling
2168,NPY,NPY5R,NPY,Secreted Signaling
2169,NPY,NPY6R,NPY,Secreted Signaling
2170,NPY,GPR83,NPY,Secreted Signaling
2171,PPY,NPY1R,NPY,Secreted Signaling
2172,PPY,NPY2R,NPY,Secreted Signaling
2173,PPY,NPY4R,NPY,Secreted Signaling
2174,PPY,NPY5R,NPY,Secreted Signaling
2175,PPY,NPY6R,NPY,Secreted Signaling
2176,PPY,GPR83,NPY,Secreted Signaling
2177,PYY,NPY1R,NPY,Secreted Signaling
2178,PYY,NPY2R,NPY,Secreted Signaling
2179,PYY,NPY4R,NPY,Secreted Signaling
2180,PYY,NPY5R,NPY,Secreted Signaling
2181,PYY,NPY6R,NPY,Secreted Signaling
2182,PYY,GPR83,NPY,Secreted Signaling
2183,NPB,NPBWR1,NPW-B,Secreted Signaling
2184,NPW,NPBWR1,NPW-B,Secreted Signaling
2185,NTS,NTSR1,NTS,Secreted Signaling
2186,NTS,NTSR2,NTS,Secreted Signaling
2187,PDYN,OPRD1,OPIOID,Secreted Signaling
2188,PDYN,OPRK1,OPIOID,Secreted Signaling
2189,PDYN,OPRL1,OPIOID,Secreted Signaling
2190,PDYN,OPRM1,OPIOID,Secreted Signaling
2191,PENK,OPRD1,OPIOID,Secreted Signaling
2192,PENK,OPRK1,OPIOID,Secreted Signaling
2193,PENK,OPRL1,OPIOID,Secreted Signaling
2194,PENK,OPRM1,OPIOID,Secreted Signaling
2195,POMC,OPRD1,OPIOID,Secreted Signaling
2196,POMC,OPRK1,OPIOID,Secreted Signaling
2197,POMC,OPRL1,OPIOID,Secreted Signaling
2198,POMC,OPRM1,OPIOID,Secreted Signaling
2199,HCRT,HCRTR1,HCRT,Secreted Signaling
2200,HCRT,HCRTR2,HCRT,Secreted Signaling
2201,OXT,OXTR,OXT,Secreted Signaling
2202,SST,SSTR1,SEMATOSTATIN,Secreted Signaling
2203,SST,SSTR2,SEMATOSTATIN,Secreted Signaling
2204,SST,SSTR3,SEMATOSTATIN,Secreted Signaling
2205,SST,SSTR4,SEMATOSTATIN,Secreted Signaling
2206,SST,SSTR5,SEMATOSTATIN,Secreted Signaling
2207,CORT,SSTR1,SEMATOSTATIN,Secreted Signaling
2208,CORT,SSTR2,SEMATOSTATIN,Secreted Signaling
2209,CORT,SSTR3,SEMATOSTATIN,Secreted Signaling
2210,CORT,SSTR4,SEMATOSTATIN,Secreted Signaling
2211,CORT,SSTR5,SEMATOSTATIN,Secreted Signaling
2212,TAC1,TACR1,TAC,Secreted Signaling
2213,TAC4,TACR1,TAC,Secreted Signaling
2214,TAC1,TACR2,TAC,Secreted Signaling
2215,TAC3,TACR3,TAC,Secreted Signaling
2216,UTS2,UTS2R,UTS2,Secreted Signaling
2217,AVP,AVPR2,AVP,Secreted Signaling
2218,AVP,AVPR1A,AVP,Secreted Signaling
2219,AVP,AVPR1B,AVP,Secreted Signaling
2220,PRLH,PRLHR,PRLH,Secreted Signaling
2221,PRSS3,F2R,PARs,Secreted Signaling
2222,CTSG,F2R,PARs,Secreted Signaling
2223,F2,F2R,PARs,Secreted Signaling
2224,PLG,F2R,PARs,Secreted Signaling
2225,GZMA,F2R,PARs,Secreted Signaling
2226,PRSS2,F2R,PARs,Secreted Signaling
2227,PRSS1,F2R,PARs,Secreted Signaling
2228,PRSS3,F2RL1,PARs,Secreted Signaling
2229,CTSG,F2RL1,PARs,Secreted Signaling
2230,F2,F2RL1,PARs,Secreted Signaling
2231,PLG,F2RL1,PARs,Secreted Signaling
2232,GZMA,F2RL1,PARs,Secreted Signaling
2233,PRSS2,F2RL1,PARs,Secreted Signaling
2234,PRSS1,F2RL1,PARs,Secreted Signaling
2235,PRSS3,F2RL2,PARs,Secreted Signaling
2236,CTSG,F2RL2,PARs,Secreted Signaling
2237,F2,F2RL2,PARs,Secreted Signaling
2238,PLG,F2RL2,PARs,Secreted Signaling
2239,GZMA,F2RL2,PARs,Secreted Signaling
2240,PRSS2,F2RL2,PARs,Secreted Signaling
2241,PRSS1,F2RL2,PARs,Secreted Signaling
2242,PRSS3,F2RL3,PARs,Secreted Signaling
2243,CTSG,F2RL3,PARs,Secreted Signaling
2244,F2,F2RL3,PARs,Secreted Signaling
2245,GZMA,F2RL3,PARs,Secreted Signaling
2246,PLG,F2RL3,PARs,Secreted Signaling
2247,PRSS2,F2RL3,PARs,Secreted Signaling
2248,PRSS1,F2RL3,PARs,Secreted Signaling
2249,PRSS3,PARD3,PARs,Secreted Signaling
2250,CTSG,PARD3,PARs,Secreted Signaling
2251,F2,PARD3,PARs,Secreted Signaling
2252,GZMA,PARD3,PARs,Secreted Signaling
2253,PLG,PARD3,PARs,Secreted Signaling
2254,PRSS2,PARD3,PARs,Secreted Signaling
2255,PRSS1,PARD3,PARs,Secreted Signaling
2256,PMCH,MCHR1,PMCH,Secreted Signaling
2257,PROK1,PROKR2,PROK,Secreted Signaling
2258,PROK1,PROKR1,PROK,Secreted Signaling
2259,PROK2,PROKR1,PROK,Secreted Signaling
2260,PROK2,PROKR2,PROK,Secreted Signaling
2261,ADCYAP1,ADCYAP1R1,PACAP,Secreted Signaling
2262,VIP,VIPR1,VIP,Secreted Signaling
2263,VIP,VIPR2,VIP,Secreted Signaling
2264,NPPA,NPR1,NPR1,Secreted Signaling
2265,NPPB,NPR1,NPR1,Secreted Signaling
2266,NPPC,NPR2,NPR2,Secreted Signaling
2267,KITLG,KIT,KIT,Secreted Signaling
2268,GCG,GIPR,GIPR,Secreted Signaling
2269,GIP,GIPR,GIPR,Secreted Signaling
2270,FSHB,FSHR,FSH,Secreted Signaling
2271,CGA,FSHR,FSH,Secreted Signaling
2272,LHB,LHCGR,LHB,Secreted Signaling
2273,CGA,LHCGR,LHB,Secreted Signaling
2274,TSHB,TSHR,TSH,Secreted Signaling
2275,CGA,TSHR,TSH,Secreted Signaling
2276,BDNF,NTRK2,NT,Secreted Signaling
2277,NGF,NTRK1,NT,Secreted Signaling
2278,FLT3LG,FLT3,FLT3,Secreted Signaling
2279,HGF,MET,HGF,Secreted Signaling
2280,KLK3,NTRK1,NT,Secreted Signaling
2281,NTF3,NTRK1,NT,Secreted Signaling
2282,NTF3,NTRK2,NT,Secreted Signaling
2283,NTF3,NTRK3,NT,Secreted Signaling
2284,NTF4,NTRK2,NT,Secreted Signaling
2285,SEMA3A,NRP1_PLXNA1,SEMA3,Secreted Signaling
2286,SEMA3A,NRP1,SEMA3,Secreted Signaling
2287,SEMA3A,PLXNA1,SEMA3,Secreted Signaling
2288,SEMA3A,NRP1_PLXNA2,SEMA3,Secreted Signaling
2289,SEMA3A,NRP1,SEMA3,Secreted Signaling
2290,SEMA3A,PLXNA2,SEMA3,Secreted Signaling
2291,SEMA3A,NRP1_PLXNA3,SEMA3,Secreted Signaling
2292,SEMA3A,NRP1,SEMA3,Secreted Signaling
2293,SEMA3A,PLXNA3,SEMA3,Secreted Signaling
2294,SEMA3A,NRP1_PLXNA4,SEMA3,Secreted Signaling
2295,SEMA3A,NRP1,SEMA3,Secreted Signaling
2296,SEMA3A,PLXNA4,SEMA3,Secreted Signaling
2297,SEMA3B,NRP1_PLXNA1,SEMA3,Secreted Signaling
2298,SEMA3B,NRP1,SEMA3,Secreted Signaling
2299,SEMA3B,PLXNA1,SEMA3,Secreted Signaling
2300,SEMA3B,NRP1_PLXNA2,SEMA3,Secreted Signaling
2301,SEMA3B,NRP1,SEMA3,Secreted Signaling
2302,SEMA3B,PLXNA2,SEMA3,Secreted Signaling
2303,SEMA3B,NRP1_PLXNA3,SEMA3,Secreted Signaling
2304,SEMA3B,NRP1,SEMA3,Secreted Signaling
2305,SEMA3B,PLXNA3,SEMA3,Secreted Signaling
2306,SEMA3B,NRP1_PLXNA4,SEMA3,Secreted Signaling
2307,SEMA3B,NRP1,SEMA3,Secreted Signaling
2308,SEMA3B,PLXNA4,SEMA3,Secreted Signaling
2309,SEMA3C,NRP1_PLXNA1,SEMA3,Secreted Signaling
2310,SEMA3C,NRP1,SEMA3,Secreted Signaling
2311,SEMA3C,PLXNA1,SEMA3,Secreted Signaling
2312,SEMA3C,NRP1_PLXNA2,SEMA3,Secreted Signaling
2313,SEMA3C,NRP1,SEMA3,Secreted Signaling
2314,SEMA3C,PLXNA2,SEMA3,Secreted Signaling
2315,SEMA3C,NRP1_PLXNA3,SEMA3,Secreted Signaling
2316,SEMA3C,NRP1,SEMA3,Secreted Signaling
2317,SEMA3C,PLXNA3,SEMA3,Secreted Signaling
2318,SEMA3C,NRP1_PLXNA4,SEMA3,Secreted Signaling
2319,SEMA3C,NRP1,SEMA3,Secreted Signaling
2320,SEMA3C,PLXNA4,SEMA3,Secreted Signaling
2321,SEMA3D,NRP1_PLXNA1,SEMA3,Secreted Signaling
2322,SEMA3D,NRP1,SEMA3,Secreted Signaling
2323,SEMA3D,PLXNA1,SEMA3,Secreted Signaling
2324,SEMA3D,NRP1_PLXNA2,SEMA3,Secreted Signaling
2325,SEMA3D,NRP1,SEMA3,Secreted Signaling
2326,SEMA3D,PLXNA2,SEMA3,Secreted Signaling
2327,SEMA3D,NRP1_PLXNA3,SEMA3,Secreted Signaling
2328,SEMA3D,NRP1,SEMA3,Secreted Signaling
2329,SEMA3D,PLXNA3,SEMA3,Secreted Signaling
2330,SEMA3D,NRP1_PLXNA4,SEMA3,Secreted Signaling
2331,SEMA3D,NRP1,SEMA3,Secreted Signaling
2332,SEMA3D,PLXNA4,SEMA3,Secreted Signaling
2333,SEMA3B,NRP2_PLXNA1,SEMA3,Secreted Signaling
2334,SEMA3B,NRP2,SEMA3,Secreted Signaling
2335,SEMA3B,PLXNA1,SEMA3,Secreted Signaling
2336,SEMA3B,NRP2_PLXNA2,SEMA3,Secreted Signaling
2337,SEMA3B,NRP2,SEMA3,Secreted Signaling
2338,SEMA3B,PLXNA2,SEMA3,Secreted Signaling
2339,SEMA3B,NRP2_PLXNA3,SEMA3,Secreted Signaling
2340,SEMA3B,NRP2,SEMA3,Secreted Signaling
2341,SEMA3B,PLXNA3,SEMA3,Secreted Signaling
2342,SEMA3B,NRP2_PLXNA4,SEMA3,Secreted Signaling
2343,SEMA3B,NRP2,SEMA3,Secreted Signaling
2344,SEMA3B,PLXNA4,SEMA3,Secreted Signaling
2345,SEMA3C,NRP2_PLXNA1,SEMA3,Secreted Signaling
2346,SEMA3C,NRP2,SEMA3,Secreted Signaling
2347,SEMA3C,PLXNA1,SEMA3,Secreted Signaling
2348,SEMA3C,NRP2_PLXNA2,SEMA3,Secreted Signaling
2349,SEMA3C,NRP2,SEMA3,Secreted Signaling
2350,SEMA3C,PLXNA2,SEMA3,Secreted Signaling
2351,SEMA3C,NRP2_PLXNA3,SEMA3,Secreted Signaling
2352,SEMA3C,NRP2,SEMA3,Secreted Signaling
2353,SEMA3C,PLXNA3,SEMA3,Secreted Signaling
2354,SEMA3C,NRP2_PLXNA4,SEMA3,Secreted Signaling
2355,SEMA3C,NRP2,SEMA3,Secreted Signaling
2356,SEMA3C,PLXNA4,SEMA3,Secreted Signaling
2357,SEMA3D,NRP2_PLXNA1,SEMA3,Secreted Signaling
2358,SEMA3D,NRP2,SEMA3,Secreted Signaling
2359,SEMA3D,PLXNA1,SEMA3,Secreted Signaling
2360,SEMA3D,NRP2_PLXNA2,SEMA3,Secreted Signaling
2361,SEMA3D,NRP2,SEMA3,Secreted Signaling
2362,SEMA3D,PLXNA2,SEMA3,Secreted Signaling
2363,SEMA3D,NRP2_PLXNA3,SEMA3,Secreted Signaling
2364,SEMA3D,NRP2,SEMA3,Secreted Signaling
2365,SEMA3D,PLXNA3,SEMA3,Secreted Signaling
2366,SEMA3D,NRP2_PLXNA4,SEMA3,Secreted Signaling
2367,SEMA3D,NRP2,SEMA3,Secreted Signaling
2368,SEMA3D,PLXNA4,SEMA3,Secreted Signaling
2369,SEMA3F,NRP2_PLXNA1,SEMA3,Secreted Signaling
2370,SEMA3F,NRP2,SEMA3,Secreted Signaling
2371,SEMA3F,PLXNA1,SEMA3,Secreted Signaling
2372,SEMA3F,NRP2_PLXNA2,SEMA3,Secreted Signaling
2373,SEMA3F,NRP2,SEMA3,Secreted Signaling
2374,SEMA3F,PLXNA2,SEMA3,Secreted Signaling
2375,SEMA3F,NRP2_PLXNA3,SEMA3,Secreted Signaling
2376,SEMA3F,NRP2,SEMA3,Secreted Signaling
2377,SEMA3F,PLXNA3,SEMA3,Secreted Signaling
2378,SEMA3F,NRP2_PLXNA4,SEMA3,Secreted Signaling
2379,SEMA3F,NRP2,SEMA3,Secreted Signaling
2380,SEMA3F,PLXNA4,SEMA3,Secreted Signaling
2381,SEMA3G,NRP2_PLXNA1,SEMA3,Secreted Signaling
2382,SEMA3G,NRP2,SEMA3,Secreted Signaling
2383,SEMA3G,PLXNA1,SEMA3,Secreted Signaling
2384,SEMA3G,NRP2_PLXNA2,SEMA3,Secreted Signaling
2385,SEMA3G,NRP2,SEMA3,Secreted Signaling
2386,SEMA3G,PLXNA2,SEMA3,Secreted Signaling
2387,SEMA3G,NRP2_PLXNA3,SEMA3,Secreted Signaling
2388,SEMA3G,NRP2,SEMA3,Secreted Signaling
2389,SEMA3G,PLXNA3,SEMA3,Secreted Signaling
2390,SEMA3G,NRP2_PLXNA4,SEMA3,Secreted Signaling
2391,SEMA3G,NRP2,SEMA3,Secreted Signaling
2392,SEMA3G,PLXNA4,SEMA3,Secreted Signaling
2393,SEMA3C,NRP1_NRP2_PLXND1,SEMA3,Secreted Signaling
2394,SEMA3C,NRP1,SEMA3,Secreted Signaling
2395,SEMA3C,NRP2,SEMA3,Secreted Signaling
2396,SEMA3C,PLXND1,SEMA3,Secreted Signaling
2397,SEMA3C,PLXND1,SEMA3,Secreted Signaling
2398,SEMA3E,PLXND1,SEMA3,Secreted Signaling
2399,ADM,CALCR,CALCR,Secreted Signaling
2400,ADM,CALCRL,CALCR,Secreted Signaling
2401,AGT,MAS1,AGT,Secreted Signaling
2402,ANXA1,FPR2,ANNEXIN,Secreted Signaling
2403,ANXA1,FPR1,ANNEXIN,Secreted Signaling
2404,APELA,APLNR,APJ,Secreted Signaling
2405,CALCA,CALCR,CALCR,Secreted Signaling
2406,CALCA,CALCRL,CALCR,Secreted Signaling
2407,CALCB,CALCR,CALCR,Secreted Signaling
2408,CALCB,CALCRL,CALCR,Secreted Signaling
2409,CRH,CRHR1,CRH,Secreted Signaling
2410,CRH,CRHR2,CRH,Secreted Signaling
2411,ENHO,GPR19,ENHO,Secreted Signaling
2412,GAS6,AXL,GAS,Secreted Signaling
2413,GAS6,MERTK,GAS,Secreted Signaling
2414,GAS6,TYRO3,GAS,Secreted Signaling
2415,GCG,GCGR,GCG,Secreted Signaling
2416,GCG,GLP1R,GCG,Secreted Signaling
2417,GCG,GLP2R,GCG,Secreted Signaling
2418,GH1,GHR,GH,Secreted Signaling
2419,GH1,PRLR,GH,Secreted Signaling
2420,GHRH,VIPR1,GHRH,Secreted Signaling
2421,GHRH,VIPR2,GHRH,Secreted Signaling
2422,GHRH,GHSR,GHRH,Secreted Signaling
2423,GHRH,GHRHR,GHRH,Secreted Signaling
2424,GNRH1,GNRHR,GNRH,Secreted Signaling
2425,GRN,SORT1,GRN,Secreted Signaling
2426,GUCA2A,GUCY2C,GUCA,Secreted Signaling
2427,GUCA2B,GUCY2C,GUCA,Secreted Signaling
